category,datetime,headline,id,image,related,source,summary,url
company,1778090163,"Carvana Shareholders Approve 5-For-1 Stock Split And Authorized Share Increase, Effective May 7, 2026",140210849,,CVNA,Benzinga,"At the Annual Meeting, the Company&#39;s stockholders approved an amendment (the &#34;Amendment&#34;) to the Company&#39;s Amended and Restated Certificate of Incorporation to effect a five-for-one forward stock split of the Company&#39;s",https://finnhub.io/api/news?id=d7f7f1b794657595dae0e914efa406ac6d5be9a46d698456a386b27912465379
company,1778083966,Carvana Syracuse Expansion Tests Reconditioning Economics And Growth Story,140193781,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVNA,Yahoo,"Carvana has expanded inspection and reconditioning operations at its ADESA Syracuse facility. The expansion is expected to create roughly 200 new jobs in the local area. The move increases capacity for faster vehicle turnaround and a wider inventory selection across Carvana's network. For investors tracking NYSE:CVNA, this operational update sits against a backdrop of a share price of $379.09 and a very large 3 year return of around 31x, along with a 46.5% return over the past year. Short...",https://finnhub.io/api/news?id=d26c47611a4455e94f1a6cfbb53a6b28ede2fe688c2e84699f6a6917ddeb9d1a
company,1778072404,Investors Heavily Search Carvana Co. (CVNA): Here is What You Need to Know,140191677,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVNA,Yahoo,"Zacks.com users have recently been watching Carvana (CVNA) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",https://finnhub.io/api/news?id=472849d483599f87a7247c010beba8634fd09494484fa0228bc0d27d5ef41b04
company,1778068800,Carvana Brings Inspection and Reconditioning Center Capabilities to ADESA Chicago,140188251,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,CVNA,Yahoo,"CHICAGO, May 06, 2026--Carvana (NYSE: CVNA), the industry pioneer for buying and selling cars online, today announced plans to bring Inspection and Reconditioning Center (IRC) capabilities to its existing ADESA Chicago wholesale auction site. The integration creates additional reconditioning capacity and a new inventory pool in Carvana’s national network that supports greater selection for retail customers nationwide, faster delivery speeds for Chicago car buyers, and a more robust offering for",https://finnhub.io/api/news?id=78beb033b84f973751fe3b47a56e169f3c52e99989219b64307b6f08f58373da
