category,datetime,headline,id,image,related,source,summary,url
company,1778091041,"Entergy Launches 19,247,788 Share Forward Sale Offering Via Major Banks",140197981,,ETR,Benzinga," 19,247,788 SharesCommon StockThe forward sellers referred to below are offering 19,247,788 shares of our common stock, par value $.01 per share. We have entered into forward sale agreements with each of Wells",https://finnhub.io/api/news?id=f6dc4ffaaeae4a94dc169ae724c091eaa102060f52c7b42d5c33f4b8ee6bd1e1
company,1778037180,Entergy Corporation announces pricing of common stock offering with a forward component,140184465,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,ETR,Yahoo,"Entergy Corporation (NYSE: ETR) announced today the pricing of a registered underwritten offering of 19,247,788 shares of its common stock at a price to the public of $113.00 per share. Subject to certain conditions, all shares are expected to be borrowed by the forward counterparties (as defined below) (or their respective affiliates) from third parties and sold to the underwriters and offered in connection with the forward sale agreements described below. Wells Fargo Securities, Citigroup, Bar",https://finnhub.io/api/news?id=2fc1970d3814330b46cdf0cbadf6aa124c8d90bc90a8d0883a52b1f6092aa28b
